	epoch	accuracy	loss	data_loss	regularization_loss	learning_rate
129	129	0.635	0.6716655452549457	0.20361213	0.0009924729168415071	0.0009999360040957377
130	130	0.635	0.671617628455162	0.20361213	0.0009992135763168335	0.0009999355041599817
131	131	0.635	0.671569902986288	0.20361213	0.0010057879388332368	0.0009999350042247254
132	132	0.635	0.6715226062536239	0.20361213	0.0010121949911117553	0.000999934504289969
133	133	0.635	0.6714765125364065	0.20361213	0.001018434152007103	0.0009999340043557127
134	134	0.635	0.6714316260367632	0.20361213	0.001024509623646736	0.000999933504421956
135	135	0.635	0.6713880019634962	0.20361213	0.0010304170101881028	0.0009999330044886993
136	136	0.635	0.6713454057872296	0.20361213	0.0010361602008342743	0.0009999325045559424
137	137	0.635	0.6713031346946955	0.20361213	0.0010417516380548477	0.0009999320046236856
138	138	0.635	0.6712615040540695	0.20361213	0.0010472086668014526	0.0009999315046919286
139	139	0.635	0.6712203914821148	0.20361213	0.0010525281131267548	0.0009999310047606714
140	140	0.635	0.6711790656000376	0.20361213	0.0010576938539743424	0.0009999305048299144
141	141	0.635	0.6711383853852749	0.20361213	0.0010627304017543793	0.000999930004899657
142	142	0.635	0.6710993824452162	0.20361213	0.001067656084895134	0.0009999295049698995
143	143	0.635	0.6710605556666851	0.20361213	0.0010724599063396453	0.0009999290050406423
144	144	0.635	0.6710223996937275	0.20361213	0.0010771596729755402	0.0009999285051118846
145	145	0.63	0.6709843326061964	0.20361213	0.0010817695111036301	0.0009999280051836267
146	146	0.63	0.6709462191313506	0.20361213	0.001086273357272148	0.000999927505255869
147	147	0.63	0.6709085051715374	0.20361213	0.0010906998813152314	0.000999927005328611
148	148	0.63	0.6708707716464997	0.20361213	0.0010950472354888917	0.000999926505401853
149	149	0.63	0.6708337318003178	0.20361213	0.0010993134081363678	0.000999926005475595
150	150	0.63	0.6707967374920845	0.20361213	0.0011035059094429017	0.0009999255055498366
151	151	0.635	0.6707591928690672	0.20361213	0.0011076249331235886	0.000999925005624578
152	152	0.635	0.6707220258712768	0.20361213	0.0011116447448730469	0.0009999245056998198
153	153	0.635	0.6706849027872086	0.20361213	0.0011155296564102173	0.0009999240057755611
154	154	0.635	0.6706477646082639	0.20361213	0.001119339868426323	0.0009999235058518023
155	155	0.635	0.670609910607338	0.20361213	0.0011230899095535278	0.0009999230059285435
156	156	0.63	0.6705720792114734	0.20361213	0.0011268029510974884	0.0009999225060057847
157	157	0.63	0.6705344409942627	0.20361213	0.0011304707527160643	0.0009999220060835255
158	158	0.63	0.6704968723654747	0.20361213	0.001134088933467865	0.0009999215061617663
159	159	0.63	0.6704591063708067	0.20361213	0.001137688562273979	0.000999921006240507
160	160	0.63	0.6704217090308666	0.20361213	0.0011412396132946014	0.0009999205063197477
161	161	0.63	0.670384105399251	0.20361213	0.0011447631865739822	0.000999920006399488
162	162	0.63	0.6703460527956486	0.20361213	0.00114825502038002	0.0009999195064797285
163	163	0.63	0.6703082832098007	0.20361213	0.0011517318487167358	0.0009999190065604687
164	164	0.63	0.6702708165794611	0.20361213	0.0011552136093378068	0.0009999185066417087
165	165	0.63	0.6702328806817531	0.20361213	0.001158702939748764	0.0009999180067234489
166	166	0.63	0.6701953954398632	0.20361213	0.0011621660888195037	0.0009999175068056887
167	167	0.63	0.6701580809056759	0.20361213	0.0011656211316585542	0.0009999170068884283
168	168	0.63	0.6701204701662064	0.20361213	0.00116907799243927	0.000999916506971668
169	169	0.63	0.6700824637264013	0.20361213	0.0011724967807531356	0.0009999160070554075
170	170	0.63	0.6700446174442768	0.20361213	0.0011758969128131866	0.0009999155071396466
171	171	0.63	0.6700063473284245	0.20361213	0.0011792904436588288	0.0009999150072243861
172	172	0.63	0.6699683780819178	0.20361213	0.0011826868206262589	0.000999914507309625
173	173	0.63	0.669929943934083	0.20361213	0.0011860355287790299	0.000999914007395364
174	174	0.63	0.6698914369046688	0.20361213	0.0011893709599971772	0.0009999135074816028
175	175	0.63	0.669852932780981	0.20361213	0.0011927092969417571	0.0009999130075683416
176	176	0.63	0.6698150575309992	0.20361213	0.0011960804611444473	0.0009999125076555803
177	177	0.63	0.669775927990675	0.20361213	0.0011994490325450897	0.0009999120077433185
178	178	0.63	0.6697369295656681	0.20361213	0.001202829509973526	0.000999911507831557
179	179	0.63	0.6696987808942795	0.20361213	0.0012062252759933473	0.000999911007920295
180	180	0.63	0.669660250723362	0.20361213	0.0012096567749977111	0.000999910508009533
181	181	0.63	0.6696211355626583	0.20361213	0.001213099330663681	0.0009999100080992712
182	182	0.63	0.6695819813758135	0.20361213	0.0012165028601884842	0.000999909508189509
183	183	0.63	0.6695428229868412	0.20361213	0.001219902187585831	0.0009999090082802465
184	184	0.63	0.6695032681971789	0.20361213	0.0012233223468065262	0.000999908508371484
185	185	0.63	0.6694636489152909	0.20361213	0.0012267972230911256	0.0009999080084632213
186	186	0.63	0.6694244367033243	0.20361213	0.001230321541428566	0.0009999075085554586
187	187	0.63	0.6693857077658176	0.20361213	0.0012338522970676423	0.0009999070086481958
188	188	0.63	0.6693456865549088	0.20361213	0.0012373424768447876	0.0009999065087414327
189	189	0.63	0.6693057364225388	0.20361213	0.0012408441305160522	0.0009999060088351694
190	190	0.63	0.6692662397027016	0.20361213	0.0012443819642066957	0.0009999055089294061
191	191	0.63	0.669226617872715	0.20361213	0.0012479735016822815	0.0009999050090241427
192	192	0.63	0.6691865966022015	0.20361213	0.0012515828311443328	0.000999904509119379
193	193	0.63	0.669146350339055	0.20361213	0.00125520558655262	0.0009999040092151152
194	194	0.63	0.6691057065874338	0.20361213	0.0012588480859994887	0.0009999035093113515
195	195	0.625	0.6690647215098142	0.20361213	0.0012625068873167039	0.0009999030094080875
196	196	0.625	0.6690227493941784	0.20361213	0.0012661919295787812	0.0009999025095053231
197	197	0.625	0.6689804136008024	0.20361213	0.0012698709219694138	0.000999902009603059
198	198	0.625	0.6689388393610716	0.20361213	0.0012735962122678757	0.0009999015097012945
199	199	0.625	0.6688974235653877	0.20361213	0.001277360737323761	0.0009999010098000298
200	200	0.625	0.6688553918302059	0.20361213	0.0012811649739742279	0.0009999005098992651
201	201	0.63	0.6688133694827557	0.20361213	0.0012850382030010223	0.000999900009999
202	202	0.63	0.6687713682949543	0.20361213	0.0012889921963214874	0.000999899510099235
203	203	0.63	0.668729322463274	0.20361213	0.0012930207550525667	0.0009998990101999698
204	204	0.63	0.6686863615512848	0.20361213	0.0012970879077911378	0.0009998985103012044
205	205	0.63	0.6686437266767025	0.20361213	0.0013011830747127534	0.0009998980104029389
206	206	0.63	0.6686016481518745	0.20361213	0.0013053577542304993	0.0009998975105051733
207	207	0.63	0.6685600504875183	0.20361213	0.001309596061706543	0.0009998970106079074
208	208	0.63	0.6685174016952514	0.20361213	0.0013138561248779296	0.0009998965107111415
209	209	0.63	0.6684752141088247	0.20361213	0.0013181601613759994	0.0009998960108148752
210	210	0.625	0.6684334841668605	0.20361213	0.001322504609823227	0.000999895510919109
211	211	0.625	0.66839109608531	0.20361213	0.0013269061744213104	0.0009998950110238424
212	212	0.625	0.6683475960046052	0.20361213	0.0013313282281160355	0.0009998945111290758
213	213	0.625	0.6683047136068344	0.20361213	0.001335771918296814	0.0009998940112348092
214	214	0.63	0.6682620809078217	0.20361213	0.001340226888656616	0.0009998935113410422
215	215	0.635	0.6682184773385524	0.20361213	0.0013447242677211762	0.000999893011447775
216	216	0.635	0.6681760047674179	0.20361213	0.0013492201566696167	0.0009998925115550078
217	217	0.64	0.668133928284049	0.20361213	0.0013537545055150985	0.0009998920116627405
218	218	0.64	0.6680905570387841	0.20361213	0.001358364999294281	0.0009998915117709728
219	219	0.64	0.6680460018217563	0.20361213	0.0013630432188510894	0.0009998910118797053
220	220	0.635	0.6680019375830889	0.20361213	0.0013677355796098709	0.0009998905119889372
221	221	0.635	0.6679580570012331	0.20361213	0.0013724327832460403	0.000999890012098669
222	222	0.635	0.6679126174747944	0.20361213	0.0013771207630634307	0.000999889512208901
223	223	0.635	0.6678678349703551	0.20361213	0.0013818101137876512	0.0009998890123196326
224	224	0.63	0.6678233765661716	0.20361213	0.0013865255415439607	0.000999888512430864
225	225	0.63	0.6677796438932418	0.20361213	0.0013912514448165894	0.0009998880125425952
226	226	0.635	0.6677360862493515	0.20361213	0.0013960331678390505	0.0009998875126548264
227	227	0.635	0.6676924911141395	0.20361213	0.0014008966088294983	0.0009998870127675573
228	228	0.635	0.6676485960483551	0.20361213	0.0014058177471160888	0.000999886512880788
229	229	0.635	0.6676042771935463	0.20361213	0.0014107919335365295	0.0009998860129945186
230	230	0.635	0.6675597215592861	0.20361213	0.0014158273637294768	0.0009998855131087491
231	231	0.635	0.6675159880071878	0.20361213	0.0014208504110574723	0.0009998850132234792
232	232	0.635	0.6674731514453888	0.20361213	0.0014258167743682862	0.0009998845133387094
233	233	0.635	0.6674292875230312	0.20361213	0.001430769056081772	0.0009998840134544393
234	234	0.635	0.6673846647143364	0.20361213	0.0014357373118400573	0.000999883513570669
235	235	0.635	0.6673411542475224	0.20361213	0.0014407450258731842	0.0009998830136873987
236	236	0.635	0.6672985508441925	0.20361213	0.001445765733718872	0.000999882513804628
237	237	0.635	0.6672552043497563	0.20361213	0.0014507586061954499	0.000999882013922357
238	238	0.64	0.6672116328626871	0.20361213	0.0014557052999734877	0.0009998815140405863
239	239	0.64	0.6671677978336811	0.20361213	0.0014606864750385284	0.000999881014159315
240	240	0.64	0.667124849408865	0.20361213	0.001465660184621811	0.0009998805142785437
241	241	0.64	0.6670816867798567	0.20361213	0.001470598503947258	0.0009998800143982724
242	242	0.64	0.6670386169701815	0.20361213	0.0014755104333162307	0.0009998795145185005
243	243	0.64	0.6669956919252873	0.20361213	0.0014803883135318758	0.0009998790146392286
244	244	0.64	0.6669520654827357	0.20361213	0.0014851608425378799	0.0009998785147604565
245	245	0.64	0.6669082390218973	0.20361213	0.0014899121671915054	0.0009998780148821845
246	246	0.645	0.666865429341793	0.20361213	0.0014946669936180114	0.0009998775150044119
247	247	0.645	0.6668226663172245	0.20361213	0.0014994088709354401	0.0009998770151271393
248	248	0.645	0.6667791508585215	0.20361213	0.00150411356985569	0.0009998765152503667
249	249	0.64	0.666735079318285	0.20361213	0.0015087986290454865	0.0009998760153740937
250	250	0.64	0.6666918485760689	0.20361213	0.0015135496258735655	0.0009998755154983204
251	251	0.64	0.6666484714746476	0.20361213	0.0015183330774307252	0.0009998750156230472
252	252	0.64	0.6666061845421791	0.20361213	0.0015230742096900942	0.0009998745157482735
253	253	0.64	0.666564397841692	0.20361213	0.001527779132127762	0.0009998740158739998
254	254	0.64	0.6665216486155987	0.20361213	0.0015324752032756807	0.000999873516000226
255	255	0.645	0.6664779872000217	0.20361213	0.0015372127592563631	0.0009998730161269519
256	256	0.645	0.6664344569593668	0.20361213	0.001541962280869484	0.0009998725162541776
257	257	0.64	0.6663910544514656	0.20361213	0.0015467203259468079	0.0009998720163819034
258	258	0.64	0.6663489075750113	0.20361213	0.001551482304930687	0.0009998715165101286
259	259	0.64	0.6663060196787118	0.20361213	0.0015562781244516373	0.0009998710166388535
260	260	0.64	0.6662625026702881	0.20361213	0.001561100482940674	0.0009998705167680786
261	261	0.635	0.6662198729515075	0.20361213	0.0015659160614013672	0.0009998700168978034
262	262	0.635	0.6661765812039375	0.20361213	0.0015707252621650694	0.0009998695170280278
263	263	0.64	0.6661342242956162	0.20361213	0.0015755752325057983	0.000999869017158752
264	264	0.64	0.6660905906260014	0.20361213	0.0015804597437381745	0.0009998685172899764
265	265	0.64	0.6660475535839796	0.20361213	0.0015854044407606126	0.0009998680174217003
266	266	0.64	0.6660036271214486	0.20361213	0.0015903537869453432	0.000999867517553924
267	267	0.64	0.6659605035930872	0.20361213	0.0015952716022729872	0.0009998670176866477
268	268	0.64	0.6659163419157267	0.20361213	0.0016001645475625993	0.000999866517819871
269	269	0.64	0.6658729648590088	0.20361213	0.001605067253112793	0.0009998660179535942
270	270	0.64	0.6658301206678152	0.20361213	0.0016100259870290758	0.0009998655180878174
271	271	0.645	0.6657866046428681	0.20361213	0.0016150281429290771	0.00099986501822254
272	272	0.645	0.6657422116398811	0.20361213	0.001620047390460968	0.0009998645183577626
273	273	0.645	0.6656986640840769	0.20361213	0.001625077620148659	0.000999864018493485
274	274	0.645	0.6656551777422428	0.20361213	0.0016301094591617583	0.000999863518629707
275	275	0.645	0.665612342864275	0.20361213	0.0016351371109485625	0.0009998630187664289
276	276	0.645	0.6655679858028889	0.20361213	0.001640192300081253	0.000999862518903651
277	277	0.645	0.6655243426114321	0.20361213	0.0016453057080507278	0.0009998620190413722
278	278	0.645	0.6654808266162873	0.20361213	0.0016504271030426025	0.0009998615191795935
279	279	0.65	0.665436865657568	0.20361213	0.001655580371618271	0.0009998610193183149
280	280	0.65	0.6653930498808622	0.20361213	0.0016607596129179002	0.0009998605194575358
281	281	0.65	0.6653492394387722	0.20361213	0.0016659441888332367	0.0009998600195972563
282	282	0.65	0.6653054751455784	0.20361213	0.0016711153090000154	0.0009998595197374769
283	283	0.65	0.6652608238607645	0.20361213	0.0016762339025735856	0.0009998590198781973
284	284	0.65	0.6652172545045614	0.20361213	0.0016813615411520005	0.0009998585200194172
285	285	0.65	0.6651733050346375	0.20361213	0.0016865262985229492	0.000999858020161137
286	286	0.65	0.6651293961703777	0.20361213	0.0016917316615581513	0.0009998575203033569
287	287	0.65	0.6650853891074657	0.20361213	0.0016969580352306367	0.000999857020446076
288	288	0.65	0.6650406703203916	0.20361213	0.001702187940478325	0.0009998565205892953
289	289	0.65	0.6649958098232747	0.20361213	0.0017074549496173858	0.0009998560207330146
290	290	0.65	0.6649519731849431	0.20361213	0.0017127325385808945	0.0009998555208772333
291	291	0.65	0.664908770814538	0.20361213	0.00171798874437809	0.0009998550210219518
292	292	0.65	0.6648631237149238	0.20361213	0.0017231844067573548	0.0009998545211671703
293	293	0.65	0.664818525493145	0.20361213	0.0017284156680107117	0.0009998540213128884
294	294	0.65	0.6647736505270004	0.20361213	0.0017336682081222534	0.0009998535214591063
295	295	0.65	0.6647298329770565	0.20361213	0.0017389648854732515	0.000999853021605824
296	296	0.65	0.6646844673752784	0.20361213	0.001744263231754303	0.0009998525217530415
297	297	0.645	0.6646398812830449	0.20361213	0.0017495662271976471	0.0009998520219007586
298	298	0.645	0.6645954906642437	0.20361213	0.001754885882139206	0.0009998515220489756
299	299	0.645	0.6645513863712549	0.20361213	0.001760253444314003	0.0009998510221976926
300	300	0.645	0.6645056926608086	0.20361213	0.0017655813097953797	0.000999850522346909
301	301	0.645	0.6644606997072696	0.20361213	0.0017708946764469146	0.0009998500224966255
302	302	0.645	0.6644156648516655	0.20361213	0.001776225745677948	0.0009998495226468417
303	303	0.645	0.664370901376009	0.20361213	0.0017816493809223177	0.0009998490227975576
304	304	0.645	0.6643254485428334	0.20361213	0.0017870989143848421	0.000999848522948773
305	305	0.645	0.6642803959846496	0.20361213	0.001792591094970703	0.0009998480231004888
306	306	0.645	0.6642346995770931	0.20361213	0.0017980354726314545	0.000999847523252704
307	307	0.645	0.6641904281228781	0.20361213	0.0018034742921590806	0.000999847023405419
308	308	0.645	0.6641446572393179	0.20361213	0.001808844193816185	0.0009998465235586337
309	309	0.645	0.6640992931574583	0.20361213	0.0018141440600156786	0.0009998460237123483
310	310	0.645	0.6640536836236716	0.20361213	0.0018194368928670882	0.0009998455238665626
311	311	0.645	0.6640085750520229	0.20361213	0.001824753850698471	0.0009998450240212768
312	312	0.645	0.6639627156853676	0.20361213	0.0018301544785499571	0.0009998445241764906
313	313	0.645	0.6639164116680623	0.20361213	0.0018355872929096222	0.0009998440243322042
314	314	0.645	0.6638707844018936	0.20361213	0.0018410412073135377	0.0009998435244884176
315	315	0.645	0.6638252384066582	0.20361213	0.0018464571833610535	0.0009998430246451308
316	316	0.645	0.6637792842239142	0.20361213	0.0018518225997686388	0.0009998425248023436
317	317	0.645	0.6637337134331465	0.20361213	0.001857213780283928	0.0009998420249600563
318	318	0.645	0.66368810133636	0.20361213	0.0018626828640699387	0.000999841525118269
319	319	0.645	0.6636415594369173	0.20361213	0.001868175819516182	0.000999841025276981
320	320	0.64	0.6635951157063246	0.20361213	0.0018736477345228195	0.000999840525436193
321	321	0.64	0.6635492141544819	0.20361213	0.0018791253864765167	0.0009998400255959046
322	322	0.64	0.6635034177303314	0.20361213	0.001884588956832886	0.0009998395257561161
323	323	0.64	0.6634565373957158	0.20361213	0.0018900415003299713	0.0009998390259168273
324	324	0.645	0.6634097704589367	0.20361213	0.0018954882323741911	0.0009998385260780384
325	325	0.645	0.6633631622791291	0.20361213	0.0019009745121002196	0.0009998380262397492
326	326	0.645	0.663316603526473	0.20361213	0.0019064506143331528	0.0009998375264019597
